TITRE;CATEGORIE;GENRE;REALISATEUR;ORIGINE;ACTEUR;CLASSEUR;NUMERO;TYPE;ZONE;ANNEE;LANGUE;COMMENTAIRES;VOIR;;;;;;;;;
Le Gentleman d'Epsom;Comedie;Société;Gilles Grangier - Michel audiard;France;Jean Gabin - Louis de Funes;;;DVD;2;1962;Fr;;;;;;;;;;;
Le Grand Bleu;Drame;Aventures;Luc Besson;FR-USA-ITL;Jean Reno - Jean-marc Barr - Rosanna Arquette;;;DVD;;1988;;;;;;;;;;;;
Le Grand Restaurant;Comedie;Humour;;France;Louis de Funes;;;DVD;;1966;Fr-Esp;;;;;;;;;;;
Le Grinch;Jeunesse;Fantastique;;USA;Jim Carrey;;;DVD;2;2000;Fr-Ang;;;;;;;;;;;
Le Hobbit 1 Un Voyage Innatendu;Heroic Fantaisy;Fantastique;Peter Jackson - Guillermo del Toro;USA-NZ;Ian McKellen - Martin Freeman - Richard Armitage;;;DVD;2;2012;Fr-Ang-All;Version Longue;;;;;;;;;;
Le Hobbit 2 La Désolation de Smaug;Heroic Fantaisy;Fantastique;Peter Jackson - Guillermo del Toro;USA-NZ;Ian McKellen - Martin Freeman - Richard Armitage;;;DVD;2;2013;Fr-Ang-All;Version Longue;;;;;;;;;;
Le Hobbit 3 La Bataille des Cinq Armées;Heroic Fantaisy;Fantastique;Peter Jackson - Guillermo del Toro;USA-NZ;Ian McKellen - Martin Freeman - Richard Armitage;;;DVD;2;2014;Fr-Ang-All;Version Longue;;;;;;;;;;
Le Jardinier;Documentaire;Nature;Sébastien Chabot;Canada;Francis Cabot - Jean Desgagnier;;;DVD;DEZ;2016;Fr-Ang;;;;;;;;;;;
Le Jour d'Après;Science Fiction;Catastrophe;Roland Emmerich;USA;Dennis quaid;;;DVD;2;2004;Fr-Ang;;;;;;;;;;;
Le Jour Le Plus Long;Guerre;2e Guerre Mond.;Darryl F. Zanuck - Cornelius Ryan;USA;John Wayne - Henry Fonda - Robert Mitchum - Sean Connery - Bourvil;;;DVD;2;1962;Fr-Ang;;;;;;;;;;;
Le Journal de Bridget Jones;Comedie;Humour;Sharon Maguire;GB-FR;Renée ZELLWEGER - Hugh GRANT - Colin FIRTH;;;DVD;;2001;Fr-Ang;;;;;;;;;;;
Le Labyrinthe;Science Fiction;Aventures;Wes Ball;USA;Dylan O'Brien - Ami Ameen - Will Poulter - Kaya Scodelario - Thomas Brodie-Sangster;;;DVD;2;2014;Fr-Ang;;;;;;;;;;;
Le Labyrinthe de Pan;Fantastique;Frisson;Espagne;Espagne;Sergi Lopez - Maribel Verdu - Ivana Baquero;;;DVD;;2006;Fr-Esp;;;;;;;;;;;
Le Labyrinthe: La Terre Brulée;Science Fiction;Aventures;Wes Ball;USA;Dylan O'Brien - Ki Hong Lee - Kaya Scodelario - Thomas Brodie-Sangster - Rosa Salazar;;;DVD;2;2015;Fr-Ang;;;;;;;;;;;
Le Labyrinthe: Remède Mortel;Science Fiction;Aventures;Wes Ball;USA;Dylan O'Brien - Ki Hong Lee - Kaya Scodelario - Thomas Brodie-Sangster - Rosa Salazar;;;DVD;2;2018;Fr-Ang;;;;;;;;;;;
Le Livre d'Eli;Science Fiction;SF;Les Frères Hugues;USA;Denzel Washington - Gary Oldman;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Le Magicien d'Oz;Musique;Com. Musicale;Victor Fleming;USA;Judy Garland;;;DVD;;1939;;;;;;;;;;;;
Le Majordome;Drame;Société;Lee Daniels;USA;Forest Whitaker  - Oprah Winfrey - John Cusack  -Jane Fonda - Cuba Goodding Jr ;;;DVD;2;2013;Fr-Ang;;;;;;;;;;;
Le Manoir;Fantastique;Frisson;Tony Datis;France;Mark Jarousseau - Nathalie Odzierejko - Ludovik Jérôme Niel - Yvick Letexier - Vincent Tirel ;;;DVD;2;2017;Fr;;;;;;;;;;;
Le Manoir Hanté;Jeunesse;Fantastique;Walt Disney;USA;Eddie Murphy;;;DVD;1;;Fr-Ang-Esp;;;;;;;;;;;
Le Marchand de Venise;Drame;;Shaekspeare;GB;Al Pacino - Jeremy Iron - Joseph Fiennes - Lynn Collins;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Le Marquis;Comedie;Policier;Dominique Farrugia;France;Franck Dubosc - Fichard Berry - Jean Hugues Anglade;;;DVD;2;2010;Fr ;;;;;;;;;;;
Le Mask 1;Jeunesse;Fantastique;;USA;Jim Carrey;;;DVD;2;1994;Fr-Ang;;;;;;;;;;;
Le Mask 2 Le Fils DuMask;Jeunesse;Fantastique;;USA;Jamie Kennedy - Alan Cumming;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Le Mépris;Drame;Société;Jean Luc Godard;FR-ITL;Brigitte Bardot - Michel Piccoli - Jack Palance;Bur;Coffret;DVD;2;1963;Fr;;;;;;;;;;;
Le Merveilleux Magasin de Mr Magorium;Jeunesse;Fantastique;;USA;Dustin HOFFMAN - Natalie PORTMAN;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Le Message;Action;Historique;Moustapha Akkad;GB-Liban-Libye;Anthony Quinn - Irene Papas;;;DVD;2;1976;Fr-Ang-Arabe;;;;;;;;;;;
Le Monde de Nemo;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;1;;;;;;;;;;;;;
Le Monde Fabuleux de Gaya;Jeunesse;Dessins Animés;;;;;;DVD;2;2004;Fr-Ang;;;;;;;;;;;
Le Monde Fantastique d'Oz;Fantastique;Conte;Walt Disney;USA;James Franco - Mila Kunis - Rachel Weisz - Michelle Williams - Zach Braff - Bill Cobbs;;;DVD;2;2013;Fr-Ang;;;;;;;;;;;
Le Monde Perdu;Science Fiction;Fantastique;Irwin Allen - Sir Arthur Conan Doyle's;USA;Jill Saint-John - Michael Rennie - David Hedison - Claude Rains - Fernando Lamas;;;DVD;2;1960;Fr-Ang;DVD inclus en bonus version 1925;;;;;;;;;;
Le Monde Perdu (Muet);Science Fiction;Fantastique;Harry O. Hoyt;USA;Wallace Beery - Lewis Stone - Lloyd Hughes;;;DVD;2;1925;Muet-Ang;Bonus du DVD Monde Perdu 1960;;;;;;;;;;
Le Monde Selon Garp;Drame;;;USA;Robin Williams;;;DVD;;1982;Fr-Ang-Itl;;;;;;;;;;;
Le Mystere de la Chambre Jaune;Policier;Thriller;Bruno Podalydes;France;Denis Podalydes - Pierre Arditi - Sabine Azema - Claude Rich - Jean Noel Broute - Olivier Gourmet - Michael Lonsdale - Julos Beaucarne;;;DVD;2;2003;Fr;;;;;;;;;;;
Le Noir te va si Bien;Théatre;Boulevard;Au Théatre ce Soir;France;Maria Pacôme - Jean le Poulain;;;DVD;2;1975;;;;;;;;;;;;
Le Nom de la Rose;Action;Médievale;Jean-Jacques Arnaud;FR-ITL-ALL;Sean Connery - Christian Slater;;;DVD;2;1996;Fr-Ang;;;;;;;;;;;
Le Nouveau Monde;Action;Historique;Terrence Malick   Canada;;Colin Farrell - Christopher Plummer - Christian Bale - Q'Orianka Kilcher;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Le Pantalon;Guerre;1er Guerre Mond.;Yves Boisset;France;Wadeck Stanczak - Philippe Volter - Bernard P. Donnadieu;;;DVD;2;1997;Fr;;;;;;;;;;;
Le Parfum;Fantastique;Frisson;;USA;Dustin Hoffman - Ben Whisshaw ;;;DVD;;2006;Fr-Ang;;;;;;;;;;;
Le Parrain 1;Policier;Thriller;;USA;Marlon Brando - Al Pacino;Bur;Coffret;DVD;2;1972;;;;;;;;;;;;
Le Parrain 2;Policier;Thriller;;USA;Al Pacino;;;DVD;2;1974;;;;;;;;;;;;
Le Parrain 3;Policier;Thriller;;USA;Al Pacino;;;DVD;2;1990;;;;;;;;;;;;
Le Patriote;Western;Aventures;Roland Emmerich;USA;Mel Gibson - Heath Ledger - Joely Richardson - Jason Isaacs - Chris Cooper;;;DVD;2;2000;Fr-Ang;;;;;;;;;;;
Le Petit Baigneur;Comedie;Humour;Robert Dhery;France;Louis de Funes;;;DVD;;1967;Fr-Ang;;;;;;;;;;;
Le Petit Lieutenant;Policier;Thriller;;France;Nathalie Baye - Jalil Lespert - Roschdy Zem -Jacques Perrin ;;;DVD;2;2005;Fr;;;;;;;;;;;
Le Petit Nicolas;Comedie;Humour;Goscinny - Sempé;France;Valérie Lemercier - Kad Merad - Sandrine Kiberlain - François-Xavier Demaison;;;DVD;;2009;Fr;;;;;;;;;;;
Le Petit Rapporteur;Humour;Satirique;;France;;;;DVD;2;2006;;;;;;;;;;;;
Le Pôle Express;Jeunesse;Dessins Animés;;USA;Images de Synthése;;;DVD;2;2005;Fr-Ang-Holl;;;;;;;;;;;
Le Pont (Die Brücke);Guerre;2e Guerre Mond.;Bernhard Wicki;Allemagne;Folker Bohnet - Fritz Wepper - Michael Hinz - Franck Glaubrecht - Karl Michael Balzer;;;DVD;2;1959;All;;;;;;;;;;;
Le Pont de la Riviére Kwai;Guerre;2e Guerre Mond. Pacifique;David Lean - Sam Spiegel;USA;William Holden - Alec Guinness - Jack Hawkins - Sessue Hayakawa;;;DVD;2;1957;Fr-Ang-All;;;;;;;;;;;
Le Pont des Espions;Action;Espionnage;Steven Spielberg;USA;Tom Hanks - Mark Rylance - Scott Sherpherd - Ann Ryan - Sebastian Koch - Alan alda;;;DVD;2;2015;Fr-Ang;;;;;;;;;;;
Le Régne du Feu;Science Fiction;Fantastique;;GB-IRL-USA;Mattew Mc Conaughhey - Christian Bale;;;DVD;1;2002;Fr-Ang;;;;;;;;;;;
Le Rite;Fantastique;Frisson;Mikael Hafstrom;USA;Anthony Hopkins - Colin O'Donoghue - Alice Braca;;;DVD;2;2011;Fr-Ang-Itl;;;;;;;;;;;
Le Roi Des Aulnes;Drame;2e Guerre Mond.;Volker Schlöndorff;FR-ALL-GB;John MALKOVICH;;;DVD;2;1996;Fr-Ang;;;;;;;;;;;
Le Roi Lion;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;2;1994;Fr-Ang;;;;;;;;;;;
Le Roi Scorpion;Action;Heroic Fantaisy;Chuck Russell;USA-ALL-Belge;Dwayne Johnson - Kelly Hu - Michael Clarke Duncan - Steven Brand - Bernard Hill;;;DVD;1;2001;Fr-Ang;;;;;;;;;;;
Le Royaume;Policier;Thriller;Peter Berg;USA;Jamie Foxx - Chris Cooper - Jennifer Garner;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Le Salon de musique;Drame;Société;Ustad Vilayat Khan;Inde;Chabbi Biswas;Bur;Coffret;DVD;2;1958;Indou;;;;;;;;;;;
Le Sang des Templiers;Action;Médievale;Jonathan English;;James Purefoy - Paul Giamatti - Kate Mara - Brian Cox;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Le Secret de la Pyramide;Policier;Aventures;Sherlock Holmes Steven Spielberg;USA;Nicholas Rowe - Alan Cox - Sophie Ward;;;DVD;2;1985;Fr-All-Itl-Esp;;;;;;;;;;;
Le Secret de l'Etoile du Nord;Jeunesse;Fantastique;Nils Gaup;Norvégien;Vilde Zeiner - Anders Baasmo Christiansen - Stig Werner Moe;;;DVD;2;2013;Fr-Norv;;;;;;;;;;;
Le secret de Moonacre;Heroic Fantaisy;Fantastique;;GB;Ioan Gruffudd - Tim Curry;;;DVD;;2009;Fr-Ang;;;;;;;;;;;
Le Seigneur des Anneaux 1 La Communauté de l'Anneau;Heroic Fantaisy;Fantastique;;GB-NZ;Elijah Wood -Viggo Mortensen -John Rhys Davies;Bur;Coffret;DVD;2;2001;Fr-Ang;Version Longue;;;;;;;;;;
Le Seigneur des Anneaux 2 Les Deux Tours;Heroic Fantaisy;Fantastique;;GB-NZ;Elijah Wood -Viggo Mortensen -John Rhys Davies;Bur;Coffret;DVD;2;2003;Fr-Ang;Version Longue;;;;;;;;;;
Le Seigneur des Anneaux 3 Le Retour du Roi;Heroic Fantaisy;Fantastique;;GB-NZ;Elijah Wood -Viggo Mortensen -John Rhys Davies;Bur;Coffret;DVD;2;2004;Fr-Ang;Version Longue;;;;;;;;;;
Le Sens de la Fête;Comedie;Humour;Eric Toledano Olivier Nakache;France;Jean-Pierre Bacri - Gilles Lelouche - Eye Haïdara - Jean-Paul Rouve - Vincent Macaigne;;;DVD;2;2017;Fr;;OUI;;;;;;;;;
Le Sixieme Sens;Fantastique;Frisson;M. Night Shyamalan;USA;Bruce WILLIS - Cole Sear;;;DVD;;1999;Fr-Ang;;;;;;;;;;;
Le Tambour;Fantastique;Drame;Volker Schlöndorff;Allemagne;David Bennent - Angela Winkler - Mario Adorf;;;DVD;;1979;Fr-All;;;;;;;;;;;
Le Temps d'une Paix;Comedie;Société;Pierre GauvreauQuebec - Charlevoix;Canada;Nicole Leblanc - Jean Mathieu - Yvon Dufour - Yvan Canuel - Pierre Dufresne;Bur;Coffret;DVD;1;1980 - 1986;Fr;Série Le Temps d'une Paix  135 épisodes ;;;;;;;;;;
Le Territoire des Ombres: Le Monde Interdit;Fantastique;Frisson;H,P, Lovecraft;Espagne;;;;DVD;2;2011;Fr-Esp;;;;;;;;;;;
Le Territoire des Ombres: Le Secret des Valdemar;Fantastique;Frisson;H,P, Lovecraft;Espagne;;;;DVD;2;2010;Fr-Esp;;;;;;;;;;;
Le Tigre du Ciel;Guerre;1er Guerre Mond.;Jack Gold;GB-FR;Malcom McDowell - Chritopher Plummer - Simon Ward;;;DVD;2;1976;Fr-Ang-All;;;;;;;;;;;
Le Transporteur;Policier;Aventures;Louis Leterrier;France;Jason Statham - Shu Qi;;;DVD;2;2002;Fr-Ang;;;;;;;;;;;
Le Treizieme Guerrier;Action;Aventures;John McTiernan;USA;Antonio Banderas - Diane Venora - Omar Sharif;;;DVD;2;1999;Fr-Ang;;;;;;;;;;;
Le Trone de Fer: Saison 1            (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Sean Bean - Mark Addy - Nicolaj Coster-Waldau  Michelle Fairley - Lena Headey - Emilia Clarke   ;Bur;Coffret;DVD;1;2012;Fr-Ang-Esp;Série Le Trône de fer;;;;;;;;;;
Le Trone de Fer: Saison 2            (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Nicolaj Coster-Waldau - Michelle Fairley - Lena Headey - Emilia Clarke - Aidan Gillen - Iain Glen ;Bur;Coffret;DVD;2;2013;Fr-Ang-Esp-Pol;Série Le Trône de fer;;;;;;;;;;
Le Trone de Fer: Saison 3                (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Nicolaj Coster-Waldau - Michelle Fairley - Lena Headey - Emilia Clarke - Aidan Gillen - Iain Glen ;Bur;Coffret;DVD;2;2014;Fr-Ang-Esp-Tch-Hong-Pol;Série Le Trône de fer;;;;;;;;;;
Le Trone de Fer: Saison 4               (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Nicolaj Coster-Waldau - Lena Headey - Emilia Clarke - Aidan Gillen - Iain Glen - John Bradley;Bur;Coffret;DVD;2;2015;Fr-Ang-Esp-Tch-Hong-Pol;Série Le Trône de fer;;;;;;;;;;
Le Trone de Fer: Saison 5               (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Peter Dinklage - Nikolaj Coster-Wladeau - Lena Headey - Emilia Clarke - Kit Harington;Bur;Coffret;DVD;2;2016;Fr-Ang-Esp-All;Série Le Trône de fer;;;;;;;;;;
Le Trone de Fer: Saison 6               (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Peter Dinklage - Nikolaj Coster-Wladeau - Lena Headey - Emilia Clarke - Kit Harington;Bur;Coffret;DVD;2;2016;Fr-Ang-Esp-All;Série Le Trône de fer;;;;;;;;;;
Le Trone de Fer: Saison 7               (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Peter Dinklage - Nikolaj Coster-Wladeau - Lena Headey - Emilia Clarke - Kit Harington;Bur;Coffret;DVD;2;2017;Fr-Ang-Esp-All;Série Le Trône de fer;;;;;;;;;;
Le Trone de Fer: Saison 8               (10 épisodes de 55mn);Heroic Fantaisy;Heroic Fantaisy;George R.R. Martin - HBO;USA;Peter Dinklage - Nikolaj Coster-Wladeau - Lena Headey - Emilia Clarke - Kit Harington;Bur;Coffret;DVD;2;2019;Fr-Ang-Esp-All-Pol;Série Le Trône de fer;OUI;;;;;;;;;
Le Vaisseau de l'Angoisse;Fantastique;Frisson;;USA;Julianna Margulies - Ron Eldard;;;DVD;2;2002;Fr-Ang-Itl;;;;;;;;;;;
Le Vent se Lève;Action;Historique;Ken Loach - Irlande;Irl-GB-All-Itl-Esp;Cillian Murphy - Padraic Delanay - Liam Cunningham - Orla Fitzgerald;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Le Vieux qui ne Voulait pas Fêter son anniversaire;Comedie;Humour;Felix Hemgren;Suede;Robert Gustafson - Iwar Wiklander - David Wilberg - Mia Skäringer - Jens hultén;;;DVD;2;2013;Fr-Suedois;;;;;;;;;;;
Le Voleur de Bicyclette;Drame;Société;Vittorio De Sica;Italie;Lamberto Maggiorani;Bur;Coffret;DVD;2;1948;Itl;;;;;;;;;;;
Le Voyage de Chihiro;Jeunesse;Dessins Animés;Hayao Miyasaki;Japon;;;;DVD;2;2001;Fr-Ang-Jap;;;;;;;;;;;
Légend;Heroic Fantaisy;Fantastique;Riddley Scott;USA;Tom Cruise - Tim Curry;;;DVD;;1985;Fr-Ang-Itl;;;;;;;;;;;
Légendes d'Automne;Western;Drame;;USA;Brad Pitt - Anthony Hopkins - Aidan Quinn;;;DVD;2;1995;Fr-Ang;;OUI;;;;;;;;;
Légionnaire;Action;Aventures;Peter MacDonald;;Jean Claude Van Damme;;;DVD;2;1998;Fr-Ang;;;;;;;;;;;
L'empereur des Glaces;Documentaire;Nature;;USA;National Géographic;;;DVD;;2004;;;;;;;;;;;;
L'empire des Ombres;Fantastique;Frisson;Brad Anderson;USA;Hayden Christensen - Thandie Newton - John Leguizamo;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
L'empire du Soleil;Guerre;2e Guerre Mond. Pacifique;Steven Spielberg;USA;John Malkovich - Nigel Havers - Miranda Richardson;;;DVD;1;1987;Fr-Ang;;;;;;;;;;;
L'enfer du Dimanche;Action;Société;Oliver Stone;USA;Al Pacino - Cameron Diaz - Dennis Quaid - James Woods - Jamie Foxx;;;DVD;2;1999;Fr-Ang;;;;;;;;;;;
Leningrad;Guerre;2e Guerre Mond.;Alexander Buravsky;Russie;Mira Sorvino - Olga Sutulova - Armin Mueller-Stahl - Mickhail Efremov - Gabriel Byrne;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
L'enjeu;Policier;Thriller;;USA;Michael Keaton - Andy Garcia;;;DVD;2;1997;Fr-Ang;;;;;;;;;;;
L'ennemi Intime;Guerre;Algérie;Florent-Emilio Seri;France;Benoit  Magimel - Albert Dupontel;;;DVD;2;2007;Fr;;;;;;;;;;;
L'ennemi Public N°1;Comedie;Humour;Henri Verneuil - Michel Audiard;France;Fernandel - Zsa Zsa Gabor;;;DVD;2;1953;Fr;;;;;;;;;;;
L'envolée Sauvage;Jeunesse;Nature;;USA;Jeff Daniels - Anna Paquin;;;DVD;2;1996;Fr-Ang;;;;;;;;;;;
Léon;Policier;Thriller;Luc Besson;France;Jean Reno - Gary Oldman - Natalie Portman - Danny Aïello;;;DVD;2;1994;FR-Ang;;;;;;;;;;;
L'épervier;Action;Aventures;Stéphane Clavier;France;Aurélien Wiik - Fanny Valette - Lou Doillon - Martin Lamotte - Thibaultde Montalembert - Grégoire Collin;;;DVD;2;2010;Fr;;;;;;;;;;;
L'Epopée des Invincibles;Documentaire;Sport;SA.XV;France;;;;DVD;2;2014;Fr;Rugby;;;;;;;;;;
L'épopée des Rugbymen Français 1987 - 2003;Documentaire;Sport;;France;;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Les 101 Dalmatiens;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;1;;Fr-Ang-Esp;;;;;;;;;;;
Les 3  Royaumes ;Action;Historique;John Woo;Chine;Tony Leung;;;DVD;2;2009;Fr-Chinois;;;;;;;;;;;
Les 3  Royaumes - La Resurrection du Dragon;Action;Historique;Daniel Lee;Chine;Andy Lau - Sammo Hung - Maggie Q;;;DVD;2;2008;Fr-Mandarin;;;;;;;;;;;
Les 55 Jours de Pékin;Action;Historique;Samuel Bronston;USA;Charlton Heston - Ava Gardner - David Niven;;;DVD;2;1964;Fr-Ang;;;;;;;;;;;
Les Affranchis;Policier;Thriller;Martin Scorcese;USA;Ray Liotta - Robert de Niro - joe Pesci - Lorraine Bracco - Paul Sorvino - Frank Vincent;;;DVD;2;1990;Fr-Ang-Itl;;;;;;;;;;;
Les Animaux Fantastiques;Fantastique;Aventures;David Yates;GB-USA;Eddie Redmayne - Katherine Waterston - Dan fogler - Alison Sudol - Clin farrell - Ezra Miller;;;DVD;2;2016;Fr-Ang-All-Itl;;;;;;;;;;;
Les Animaux Fantastiques : Les Crimes de Grindelwald;Fantastique;Aventures;David Yates;GB-USA;Eddie Redmayne - Katherine Waterston - Dan fogler - Alison Sudol - Jude Law - Johnny Deep;;;DVD;2;2018;Fr-Ang-All-Itl;;;;;;;;;;;
Les Aristochats;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;2;;Fr-Ang-Holl-Hong-Pol-Ara;;;;;;;;;;;
Les Aventures de Rabbi Jacob;Comedie;Humour;Jean Girault;France;Louis de Funes;;;DVD;;1967;Fr;;;;;;;;;;;
Les Aventures de Robin des Bois;Action;Historique;Michael Curtis;USA;Errol FLYNN - Olivia de HAVILLAND;;;DVD;2;1938;Fr-Ang-Itl;;;;;;;;;;;
Les Aventures du Baron Munchausen;Fantastique;Aventures;Terry Gilliam;USA;John Neville - Uma Thurman - Eric Idle;;;DVD;;1989;Fr-AngAll-Esp;;;;;;;;;;;
Les Aventures Extraordinaires d'Adele Blanc-Sec;Action;Fantastique;Luc Besson;France;Loise Bourgoin - Mathieu Almaric - Gilles Lelouche - Jean Paul Rouve;;;DVD;2;2010;Fr;;;;;;;;;;;
Les Barbouzes;Comedie;Humour;Georges Lautner - Michel Audiard;France;Lino Ventura - Bernard Blier - Francis Blanche - Mireille Darc;;;DVD;2;1964;Fr;;;;;;;;;;;
Les Berets Verts;Guerre;Vietnam;John Wayne & Ray Kellogg;USA;John Wayne - David Janssen - Jim Hutton;;;DVD;2;1968;Fr-Ang;;;;;;;;;;;
Les Briseurs de Barrage;Guerre;2e Guerre Mond.;Michael Anderson;GB;Richard Todd - Michael Redgrave;;;DVD;2;1954;Ang;;;;;;;;;;;
Les Bronzés 3;Comedie;Humour;Ptrice Leconte;France;Josiane Balasko - Michel Blanc - Gérard Jugnot -Thierry Lhermite - Christian Clavier - Marie Anne Chazel;;;DVD;2;2006;Fr;;;;;;;;;;;
Les Canons de Navarone;Guerre;2e Guerre Mond.;J. Lee Thompson;USA;Charlton Heston - Ava Gardner - David Niven;;;DVD;2;1964;Fr-Ang;;;;;;;;;;;
Les Cavaliers;Western;Secession;;USA;John Wayne;;;DVD;2;;;;;;;;;;;;;
Les Cent Fusils;Western;Aventures;;USA;Jim Brown - Raquael Welch - Buert Reynolds;;;DVD;1;1969;Fr-Ang-Esp;;;;;;;;;;;
Les Centurions;Guerre;Algérie;Jean Larteguy;USA;Anthony Quinn - Alain Delon - George Segal - Michelle Morgan - Claudia Cardinale - Maurice Ronet;;;DVD;2;1966;Fr-Ang-Itl-Esp-All;;;;;;;;;;;
Les Chariots de Feu;Comedie;Historique;Hugh Hudson;GB;Ben Cros - Ian Charleson;;;DVD;;1981;Fr-Ang;;;;;;;;;;;
Les Chasses du Comte Zaroff;Fantastique;Frisson;;USA;Leslie Banks - Joel Mc Crea;Bur;Coffret;DVD;2;1932;Ang;;;;;;;;;;;
Les Chimpanzés de L'Espace;Jeunesse;Dessins Animés;;USA;;;;DVD;2;2008;Fr-Ang;;;;;;;;;;;
Les Choristes;Comedie;Société;;France;Gérard Jugnot -Kad Merad - François Berleand;;;DVD;;2004;Fr;;;;;;;;;;;
Les Chroniques de Riddick;Science Fiction;Space Opéra;;USA;Vin Diesel - Thandie Newton - Karl Urban;;;DVD;2;2004;Fr-Ang;;;;;;;;;;;
Les Chroniques de Spiderwick;Jeunesse;Fantastique;;USA;Freddie Highmore - Mary Louise Parker - Nick Nolte;;;DVD;;2008;Fr-Ang;;;;;;;;;;;
Les Chroniques Martiennes;Science Fiction;SF;;USA;Rock Hudson;;;DVD;1;1979;Ang;;;;;;;;;;;
Les Demoiselles de Rochefort;Comedie;Com. Musicale;Michel Legrand;France;Catherine Deneuve - Françoise Dorleac;Bur;Coffret;DVD;2;1967;Fr;;;;;;;;;;;
Les Désastreuses Aventures des Orphelins Beaudelaire;Jeunesse;Fantastique;;USA;Jim Carrey;;;DVD;1;2004;Fr-Ang-Esp;;;;;;;;;;;
Les Dieux Sont Tombés Sur la Tête;Comedie;Humour;Afrique;Botswana;Marius Weyers - Sandra Prinsloo  - Nixau;;;DVD;2;1980;Fr-Ang-All-Itl-Esp-Hong;;;;;;;;;;;
Les Dieux sont Tombés Sur la Tête 2;Comedie;Humour;Afrique;Botswana;Lena Farugia - Hans Strydom - Nixau;;;DVD;2;1988;Fr-Ang-All-Itl-Esp-Hong;;;;;;;;;;;
Les Dix Commandements;Action;Historique;Cecil B. DeMille;USA;Charlton Heston - Yul Brynner - Anne Baxter;;;DVD;2;1956;Fr-Ang-All-Itl-Esp;;;;;;;;;;;
Les Douzes Salopards;Guerre;2e Guerre Mond.;Robert Aldrich;USA;Lee Marvin - Ernest Borgnine - Charles Bronson;;;DVD;1;1967;Fr-Ang;;;;;;;;;;;
Les Enfants de Timpelbach;Jeunesse;Conte;;France;Raphael Katz - Gerard Depardieu - Carole Bouquet;;;DVD;2;2008;Fr;;;;;;;;;;;
Les Enfants du Marais;Comedie;Humour;;France;Jacques Villeret - Jacques Gamblin - Andre Dussolier - Michel Serrault;;;DVD;;1999;Fr;;;;;;;;;;;
Les Enfants du Pays;Drame;2e Guerre Mond.;;France;Michel Serrault - William Nadylam - Emmy Javaud - Pascal Nzonzi;;;DVD;2;2006;Fr;;;;;;;;;;;
Les Enfants Terribles;Drame;Société;Jean Pierre Melville Jean Cocteau;France;Edouard Dhermitte - Nicole Stéphane;Bur;Coffret;DVD;2;1949;Fr;;;;;;;;;;;
Les Femmes du 6e étage;Comedie;Société;Philippe Le Guay;France;Fabrice Luchini - Sandrine Kiberlain - Nathalie Verbeke - Carmen Maura - Lola Duenas;;;DVD;2;2010;Fr;;;;;;;;;;;
Les Figures de L'Ombre;Drame;Historique;Theodore Melfi;USA;Taraji P. Henson - Octavia Spencer - Janelle Monàe - Kevin Costner;;;DVD;2;2016;Fr-Ang;;OUI;;;;;;;;;
Les Fréres Grimm;Jeunesse;Conte;;USA;Matt Damon - Heath Ledger - Peter Stormare - Monica Bellucci;;;DVD;;2005;Fr-Ang;;;;;;;;;;;
Les Géants de l'Ouest;Western;Aventures;;USA;John Wayne - Rock Hudson;;;DVD;2;1969;Fr-Ang-Itl-All-Esp;;;;;;;;;;;
Les Grandes Batailles : La Bataille d'Allemagne;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille d'Angleterre;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
