TITRE;CATEGORIE;GENRE;REALISATEUR;ORIGINE;ACTEUR;CLASSEUR;NUMERO;TYPE;ZONE;ANNEE;LANGUE;COMMENTAIRES;VOIR;;;;;;;;;
Les Grandes Batailles : La Bataille de France;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille de l'Atlantique;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille de Moscou;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille de Normandie;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille de Stalingrad;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille d'Italie;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille du Désert;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : La Bataille du Pacifique;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Batailles : Le procés de Nuremberg;Documentaire;2e Guerre Mond.;Daniel Costelle;France;Jean-Louis Guillaud  - Henri de Turenne;;;DVD;2;2005;Fr;;;;;;;;;;;
Les Grandes Gueules;Comedie;Policier;Robert Enrico;France;Bourvil - Lino Ventura;;;DVD;2;1965;Fr;;;;;;;;;;;
Les Grandes Vacances;Comedie;Humour;;France;Louis de Funes;;;DVD;;1967;;;;;;;;;;;;
Les Huit Salopards;Western;Aventures;Quentin Tarentino;USA;Samuel L. Johnson - Kurt Russell - Jennifer Jason Leigh - Walton Goggins - Michael Madsen;;;DVD;2;2016;Fr-Ang;;OUI;;;;;;;;;
Les Immortels;Heroic Fantaisy;Fantastique;Tarsem Singh;USA;Henry Cavill - Mickey Rourke - Luke Evans ;;;DVD;1;2011;Fr-Ang;;;;;;;;;;;
Les Incorruptibles;Policier;Thriller;Brian De Palma;USA;Kevin Costner - Robert De Niro - Sean Connery - Andy Garcia - Charles Martin Smith;;;DVD;1;1987;Fr-Ang;;;;;;;;;;;
Les Indestructibles;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Les Infiltrés;Policier;Thriller;Martin Scorcese;USA;Leornado De Caprio - Matt Damon - Jack Nicholson - Mark Wahlberg;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Les Invasions Barbares;Comedie;Société;Denys Arcand;Canada;Remy Girard - Stephane Rousseau - Marie Jose Croze;;;DVD;1;2003;Fr;;;;;;;;;;;
Les Invités de mon Père;Comedie;Humour;Anne Le Ny;France;Karin Viard - Fabrice Luchini - Michel aumont - Valérie Benguigui - Véronika Novak;;;DVD;2;2010;FR;;;;;;;;;;;
Les Larmes Du Soleil;Action;Aventures;Afrique;USA;Bruce Willis - Monica Bellucci - Cole Hauser - Tom Skerritt;;;DVD;2;2003;Fr-Ang-Esp;;;;;;;;;;;
Les Milles;Guerre;2e Guerre Mond.;Sebastien Grall;France;Jen Pierre Marielle - Ticky Holgado - Philippe Noiret;;;DVD;2;1995;Fr;;;;;;;;;;;
Les Misérables;Drame;Historique;Victor Hugo - Robert Hossein;France;Lino Venture - Jean Carmet - Michel Bouquet - Evelyne Bouix - Paul Preboist;;;DVD;2;1985;Fr-Ang;;;;;;;;;;;
Les Misérables;Drame;Com. Musicale;Tom Hooper;USA;Hugh Jackman - Russel Crowe - Anne Hatahaway - Amanda Seyfried - Eddie Redmayne - ;;;DVD;2;2013;Fr-Ang-All;;;;;;;;;;;
Les Neiges du Kilimandjaro;Comedie;Romantique;Henri King       Darryl F. Zanuck;USA;Gregory peck - Ava Gardner;;;DVD;;1952;;;;;;;;;;;;
Les Noces Funèbres;Jeunesse;Dessins Animés;Tim Burton;USA;;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Les Nouveaux sauvages;Comedie;Humour;Damiàn Szifron;ARG-ESP;Ricardo Darin - Oscar Martinez - Leonardo Sbaraglia - Erica Rivas - Dario Grandineti;;;DVD;2;2014;Fr-Esp;;;;;;;;;;;
Les Oies Sauvages;Guerre;Aventures;Afrique;GB;Richard Burton - Roger Moore - Richard Harris - Hardy Kruger;;;DVD;2;1978;Fr-Ang;;;;;;;;;;;
Les Oiseaux se Cachent pour Mourir 4 épisodes de 120 mn;Drame;Romantique;Daryl Duke;USA;Richard Chamberlain - Rachel Ward - Barbara Stanwyck - Christopher Plummer;;;DVD;2;1983;Fr-Ang-Itl;Série Les Oiseaux se Cachent pour Mourir;;;;;;;;;;
Les Orphelins de Huang Shi;Guerre;Historique;Roger Spottiiswoode;USA;Jonathan Rhys Meyers - Radha Mitchell;;;DVD;2;2008;Fr-Ang;;;;;;;;;;;
Les Parapluies de Cherbourg;Drame;Com. Musicale;Jacques Demy;France;Catherine Deneuve;Bur;Coffret;DVD;2;1964;Fr;;;;;;;;;;;
Les Piliers de la Terre 1-2;Drame;Médievale;Ken Follet;All-Can;Ian McShanr - Rufus Sewell - Donald Sutherland - Sarah Parish - Alison Pill - Tony Curran;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Les Piliers de la Terre 3-4-5;Drame;Médievale;Ken Follet;All-Can;Ian McShanr - Rufus Sewell - Donald Sutherland - Sarah Parish - Alison Pill - Tony Curran;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Les Piliers de la Terre 6-7-8;Drame;Médievale;Ken Follet;All-Can;Ian McShanr - Rufus Sewell - Donald Sutherland - Sarah Parish - Alison Pill - Tony Curran;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Les Producteurs;Musique;Com. Musicale;;USA;Uma THURMAN - Nathan LANE;;;DVD;;2005;;;;;;;;;;;;
Les Revenants;Fantastique;Frisson;;France;Géraldine Pailhas;;;DVD;2;2004;;;;;;;;;;;;
Les Ripoux (1);Comedie;Policier;Claude Zidi;France;Philippe Noiret - Thierry Lhermite - Regine;;;DVD;;1984;Fr;;;;;;;;;;;
Les Ripoux (2) Ripoux Contre Ripoux;Comedie;Policier;Claude Zidi;France;Philippe Noiret - Thierry Lhermite - Regine - Guy Marchand;;;DVD;;1989;Fr;;;;;;;;;;;
Les Riviéres Pourpres;Policier;Frisson;Mathieu Kassovitz;France;Jean Reno - Vincent Cassel - Nadia Fares - Jean-Pierre Cassel - Karim Belkhadra;;;DVD;2;2000;Fr;;;;;;;;;;;
Les Rois de la Glisse;Jeunesse;Dessins Animés;;USA;;;;DVD;2;2007;Fr-Ang-Ara;;;;;;;;;;;
Les Saisons;Documentaire;Nature;Jacques Perrin Jacques Cluzaud;FR-ALL;Elena Anaya;;;DVD;2;2015;Fr;;;;;;;;;;;
Les Schtroumpfs;Jeunesse;Dessins Animés;;USA;Neil Patrick Harris - Jayma Mays - Sofia Vergara;;;DVD;2;2011;Fr-Ang-Holl-Flamand;;;;;;;;;;;
Les Schtroumpfs 2;Jeunesse;Dessins Animés;;USA;Neil Patrick Harris - Jayma Mays;;;DVD;2;2013;Fr-Ang-Holl-Flamand;;;;;;;;;;;
Les Sept Mercenaires;Western;Aventures;;USA;Yul Brynner - Elie Wallach - Steve Mc Queen - Charles Bronson - Robert Vaughn - James Coburn - Brad Dexter - Horst Buchholz;;;DVD;2;;Fr-Ang-Itl;;;;;;;;;;;
Les Sept Samourais;Action;Aventures;Akira Kurosawa;Japon;Toshiro Mifume - Takashi Shimura;Bur;Coffret;DVD;2;1954;Japonais;;;;;;;;;;;
Les Simpson Le Film;Jeunesse;Dessins Animés;;USA;;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Les Simpson Saison 20 (20 Dessins animés satirique);Jeunesse;Dessins Animés;;USA;;;;DVD;2;2009;Fr-Ang;Série Simpson;;;;;;;;;;
Les Suffragettes;Drame;Historique;Sarah Gavron;GB;Carey Mulligan - Helena Bonham Carter - Meryl Streep - Brendan Gleeson - Anne-Marie Duff;;;DVD;2;2016;Fr-Ang;;OUI;;;;;;;;;
Les Tontons Flingueurs;Comedie;Humour;Georges Lautner - Michel Audiard;France;Lino Ventura - Bernard Blier - Francis Blanche - Claude Rich - Charles Reignier - Jean Lefebvre;;;DVD;2;1963;Fr;;;;;;;;;;;
Les Tudors - Saison 1;Drame;Historique;;;Jonathan Rhys-Meyers - Sam Neill - Michael Hirst - Natalie Dormer;;;DVD;2;2007;Fr-Ang-Tch-Hong-Pol;;;;;;;;;;;
Les Tudors - Saison 2;Drame;Historique;;;Jonathan Rhys-Meyers - Peter O'Toole - Natalie Dormer - ;;;DVD;2;2008;Fr-Ang;;;;;;;;;;;
Les Tudors - Saison 3;Drame;Historique;;;Jonathan Rhys-Meyers;;;DVD;2;2009;Fr-Ang-Itl;;;;;;;;;;;
Les Tudors - Saison 4 - La Seduction Finale;Drame;Historique;;;Jonathan Rhys-Meyers;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Les Turbans Rouges;Action;Aventures;Ken Annakin;USA;Yul Brynner - Trevord Howard - Charlotte Rampling - Harry Andrews;;;DVD;2;1967;Fr-Ang;;;;;;;;;;;
Les Uns et les Autres;Comedie;Historique;Claude Lelouch;France;Robert Hossein - Nicole Garcia - Geraldine Chaplin - jacques Villeret - James Caan;;;DVD;;1981;Fr;;;;;;;;;;;
Les Valseuses;Comedie;Policier;Bertrand Blier;France;Gérard Depardieu - Miou-Miou - Patrick Dewaere;Bur;Coffret;DVD;;1973;Fr;;;;;;;;;;;
Les Vieux de le Vieille;Comedie;Humour;Gilles Grangier - Michel audiard;France;Jean Gabin - Pierre Fresnay - Noel-Noel;;;DVD;2;1960;Fr;;;;;;;;;;;
Les Vieux fourneaux;Comedie;Humour;Christophe Duthuron;France;Pierre Richard - Eddy Mitchell - Roland Giraud - Alice Pol - Henri guybet - Méliane Marcaggi;;;DVD;2;2018;Fr;;;;;;;;;;;
Les Visiteurs;Comedie;Humour;Jean Marie Poire;France;Jean Reno - Christian Clavier - valerie Lemercier - Marie Anne Chazel;;;DVD;;1993;Fr;;;;;;;;;;;
Les Visiteurs: La révolution;Comedie;Humour;Jean-Marie Poiré;FR-Belg-TCHQ;Jean Reno - Christian Clavier - Franck Dubosc - Karin Viard - Marie-Anne Chazel - Sylvie Testud;;;DVD;2;2016;Fr;;;;;;;;;;;
Les Voyages de Gulliver;Jeunesse;Aventures;;USA;Jack Black - Jason Segel - Emily Blunt - Amande Peet - Billy Connolly;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
L'étoffe Des Héros;Action;Aventures;Philip Kaufman;USA;Scott Glenn - Ed Harris - Charles Frank - Dennis Quaid - Sam Shepard;;;DVD;2;1983;Fr-Ang-All;;;;;;;;;;;
L'étrange Histoire de Benjamin Button;Fantastique;;;USA;Brad Pitt - Cate Blanchett;;;DVD;;2008;;;;;;;;;;;;
L'étrange Noel de Monsieur Jack;Jeunesse;Dessins Animés;Tim Burton;USA;;;;DVD;2;1993;Fr-Ang;;;;;;;;;;;
Lettres d'Iwo Jima;Guerre;2e Guerre Mond. Pacifique;Clint Eastwood;USA;Ken Watanabe - Kazunari Ninomiya - Tsuyoshi Ihara - Shidou Nakamura;;;DVD;2;2007;Fr-Jap;;;;;;;;;;;
L'express du Colonel Von Ryan;Guerre;2e Guerre Mond.;Mark Robson;USA;Frank Sinatra - Trevor Howard;;;DVD;2;1965;Fr-Ang-Itl;;;;;;;;;;;
L'Héritage de la Résistance dans la Création Littéraire;Documentaire;2e Guerre Mond.;;France;;;;DVD;2;2006;Fr;Colloque du 16 Novembre 2006;;;;;;;;;;
L'heure Zéro;Policier;Aventures;Agatha Christie;France;Danielle Darrieux - Alessandra Martines - Chiara Mastroianni - Francois Morel - Melvil Poupaud;;;DVD;2;2007;Fr;;;;;;;;;;;
L'homme des Hautes Plaines;Western;Aventures;;USA;Clint Eastwood;;;DVD;2;1972;;;;;;;;;;;;
L'Homme qui voulut être Roi;Action;Aventures;Rudyard Kipling - John Huston;GB-USA;Sean Connery - Michael Caine - Christopher Plummer;;;DVD;2;1975;Fr-Ang-All-Esp-Itl;;;;;;;;;;;
L'homme Tranquille;Comedie;Humour;Irlande - John Ford;USA;John Wayne - Maureen O'hara - Barry Fitzgerald;;;DVD;;1952;Fr-Ang;;;;;;;;;;;
L'honneur d'un Capitaine;Guerre;Algérie;Pierre Schoendoerffer;France;Nicole Garcia - Jacques Perrin - Charles Denner - Georges Wilson;;;DVD;2;1982;Fr;;;;;;;;;;;
Lifeforce;Science Fiction;Frisson;;GB;Steve RAILSBACK;;;DVD;1;1985;;;;;;;;;;;;
L'île de Nim;Jeunesse;Conte;;USA;Abigail Breslin - Jodie Foster - Gerard Buttler;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
L'ïle sur le Toit du Monde;Jeunesse;Aventures;Walt Disney;USA;Donald Sinden - David Hartman - Jacques marin - Mako - David Gwillim - Agneta Eckmyr;;;DVD;2;;Fr-Ang-Esp;;;;;;;;;;;
L'illusioniste;Jeunesse;Dessins Animés;Sylvain Chomet - Jacques Tati;France;;;;DVD;2;2010;Fr;;;;;;;;;;;
Lilo & Stich;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;1;;Fr-Ang;;;;;;;;;;;
L'Imaginarium du Docteur Parnassus;Comedie;Fantastique;Terry Gilliam;USA;Johnny Deep - Christopher Plummer - Heath Ledger - Colin Farrel - Jude Law;;;DVD;2;1984;Fr-Ang;;;;;;;;;;;
Lincoln;Drame;Secession;Steven Spielberg;USA;Daniel Day Lewis - Sally Field - David Strathairn - Joseph Gordon-Levite - James Spader;;;DVD;2;2012;Fr-Ang;;;;;;;;;;;
Link;Fantastique;Frisson;;GB;Terence Stamp - Elisabeth Shue;;;DVD;;1986;Fr;;;;;;;;;;;
Lions et Agneaux;Guerre;Afghanistan;Robert Redford;USA;Robert Redford - Meryl Streep - Tom Cruise;;;DVD;2;2007;Fr-Ang-All;;;;;;;;;;;
Little Miss Sunshine;Comedie;Humour;;USA;Greg Kinnear - Steve Carell - Toni Collette - Paul Dano;;;DVD;;2006;Fr-Ang;;;;;;;;;;;
Live Over Ireland - Water From the Well;Musique;Concert;;Irelande;The Chieftains;;;DVD;;;;;;;;;;;;;;
L'odyssée de l'Espece;Documentaire;Nature;;;;;;DVD;;2002;;;;;;;;;;;;
L'odyssée de Pi;Fantastique;Fantastique;Ang Lee;;Suraj Sharma - Irrfan Khan - Tabu Rafespall;;;DVD;2;2012;Fr-Ang;;;;;;;;;;;
Logan ;Science Fiction;Super héros;James Mangold;USA;Hugh Jackman - Patrick Stewart - Dafne Keen - Boyd Holbrook - Sstephen Merchant;;;DVD;2;2017;Fr-Ang;Saga X-Men;;;;;;;;;;
Lol;Comedie;Société;Lisa Azuelos;France;Sophie Marceau - Christa Theret;;;DVD;2;2009;Fr;;;;;;;;;;;
Looking For Eric;Comedie;Société;Ken Loach;GB;Eric Cantona - Steve Evets;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Looney Tunes The Movie;Jeunesse;Dessins Animés;Warner Bros;USA;Brendan Fraser - Bugs Bunny;;;DVD;1;2003;Fr-Ang-Esp;;;;;;;;;;;
Lord Jim;Action;Aventures;Richard Brooks;USA;Peter O'Tool - James Mason - Curt Jurgens - Eli Wallach - Jack Hawkins;;;DVD;2;1965;Fr-Ang-All;;;;;;;;;;;
Lord Of War;Action;Thriller;Andrew Niccol;USA;Nicolas CAGE - Jared LETO - Ethan HAWKE;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
L'Ordre des Gardiens;Action;Aventures;Nisha Ganatra;USA;Robbie Amel - Alexa Vega - Victor Graber;;;DVD;2;2014;Fr-Ang;;;;;;;;;;;
L'Ordre et la Morale;Guerre;Historique;Mathieu Kassovitz;France;Mathieu Kassovitz - Iabe Lapacas - Malik Zidi;;;DVD;2;2011;Fr;;;;;;;;;;;
L'orphelinat;Fantastique;Frisson;Juan Antonio Bayona;Espagne;Belen Rueda - Fernando Cayo - Roger Princep;;;DVD;;2006;Fr-Esp;;;;;;;;;;;
Los Olvidados;Drame;Société;Luis Bunuel;Mexique;Roberto Cobo - Alfonso Mejia;Bur;Coffret;DVD;2;1950;Espagnol;;;;;;;;;;;
L'ours;Drame;Nature;Jean Jacques Annaud;France;Tchéky Karyo - Jack wallace;;;DVD;;1988;Fr-Ang-Esp;;;;;;;;;;;
Love Actually;Comedie;Romantique;;;Hugh Grant - Liam Neeson - Colin Firth - Emma Thompson;;;DVD;;2003;Fr-Ang;;;;;;;;;;;
L'ultime Attaque;Action;Historique;Afrique;USA;Burt Lancaster - Peter O'Toole;;;DVD;2;1979;Fr-Ang;;;;;;;;;;;
M le Maudit;Policier;Frisson;Fritz Lang;Allemagne;Peter Lorre - Otto Werniche;Bur;Coffret;DVD;2;1932;All;;;;;;;;;;;
M.A.S.H.;Comedie;Humour;Robert Altman;USA;Donald Sutherland - Elliott Gould - Tom Skerritt - Sally Kellerman - Robert Duvall;;;DVD;;1970;Fr-Ang-Holl-Grec;;;;;;;;;;;
Ma Meilleure Ennemie;Comedie;Romantique;Chris Colombus;USA;Julia Roberts - Susan Sarandon - Ed Harris;;;DVD;2;1998;Fr-Ang;;;;;;;;;;;
Ma Nuit Chez Maud;Drame;Société;Eric Rohmer;France;Jean louis Trintignant - Françoise Fabian;Bur;Coffret;DVD;2;1969;Fr;;;;;;;;;;;
Mad Max 1;Science Fiction;Aventures;George Miller;Austral-USA;Mel Gibson;;;DVD;2;1979;Fr-Ang-Itl;;;;;;;;;;;
Mad Max 2;Science Fiction;Aventures;George Miller;Austral-USA;Mel Gibson;;;DVD;2;1981;Fr-Ang-Itl;;;;;;;;;;;
Mad Max 3 Au-delà du Dome du Tonnerre;Science Fiction;Aventures;George Miller;Austral-USA;Mel Gibson - Tina Turner;;;DVD;2;1985;Fr-Ang-Itl;;;;;;;;;;;
Mad Max 4: Fury Road;Science Fiction;Aventures;George Miller;Austral-USA;Tom Hardy - Charlize Theron - Zoe Kravitz - Nicholas Hoult - Nathan Jones ;;;DVD;2;2015;Fr-Ang-Itl-All;;;;;;;;;;;&
Madagascar 1;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Madagascar 2;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;2;2008;Fr-Ang;;;;;;;;;;;
Mafia Blues;Comedie;Policier;;USA;Robert de Niro - Billy Crystal;;;DVD;2;1999;;;;;;;;;;;;
Major Dundee;Western;Aventures;Sam Peckinpah;USA;Charlton Heston - Richard Harris;;;DVD;2;1965;;;;;;;;;;;;
Malabar Princess;Comedie;Société;;France;Jacques Villeret - Michele Laroque - Claude Brasseur - Clovis cornillac Jules Angelo Bigarnet;;;DVD;;2003;Fr;;;;;;;;;;;
Maléfique;Fantastique;Conte;Walt Disney;USA;Angélina Jolie - Sharlto Copley - Elle Fanning - Imelda Staunton - Juno Temple;;;DVD;2;2014;Fr-Ang;;;;;;;;;;;
Mallrats;Comedie;Humour;Kevin Smith;USA;Jason Lee - Ben Affleck - Shannen Doherty;;;DVD;1;1995;Fr-Ang;;OUI;;;;;;;;;
Mamma Mia !;Musique;Com. Musicale;Phyllida Lloyd;GB-USA-ALL;Meryl Streep - Pierce Brosnan;;;DVD;;2008;Fr-Ang;;A REVOIR;;;;;;;;;
Mamma Mia ! Here we go Again;Musique;Com. Musicale;Ol Parker;USA;Meryl Streep - Pierce Brosnan - Lily James - Amanda Seyfried - Colin Firth - Julie Walters;;;DVD;2;2018;Fr-Ang;;OUI;;;;;;;;;
Mammuth;Comedie;Société;Benoit Delépine - Gustave Kervern;France;Gerard Depardieu - Yolande Moreau - Isabelle Adjani;;;DVD;2;2010;Fr;;;;;;;;;;;
Man in the Sand;Musique;Concert;Woody Guthrie;GB;Billy BRAGG & WILCO;;;DVD;1;1999;;;OUI;;;;;;;;;
Man of Steal;Science Fiction;Super héros;Zack Snyder;USA-GB-CAN;Henry Cavill - Amy Adams - Michael Shannon - Kevin Costner - Russell Crowe - Diane Lane;;;BRD + DVD;2;2013;Fr-Ang-All;;;;;;;;;;;
Mariage à la Grecque;Comedie;Humour;;USA;Nia Vardalos - John Corbett;;;DVD;;2002;Fr-Ang;;;;;;;;;;;
Marmaduke;Jeunesse;Humour;;USA;Owen Wilson - George Lopez - Lee Pace - Judy Greer;;;DVD;1;2010;Fr-Ang-Esp;;;;;;;;;;;
Mars Attack !;Science Fiction;Parodie;Tim Burton;USA;Jack NICHOLSON - Glenn Close - Annette Bening - Pierce Brosman - Tom Jones;;;DVD;2;1996;Fr-Ang-Itl;;;;;;;;;;;
Mary Poppins;Jeunesse;Com. Musicale;Walt Disney;USA;Julie Andrews - Dick Van Dyke - David Tomlinson;;;DVD;1;1964;Fr-Ang-Esp;;A REVOIR;;;;;;;;;
Mary Poppins Returns;Jeunesse;Com. Musicale;Walt Disney;USA;Emily Blunt - Lin-Manuel Miranda - Ben Whishaw  Emily Mortimer - Julie Walters Colin Firth Meryl Streep;;;DVD;2;2018;Fr-Ang-Ndl;;OUI;;;;;;;;;
Massada;Action;Péplum;;USA;Peter O'Toole - Peter Strauss;;;DVD;2;1981;Fr-Ang;Série Masada 4 épisodes de 1h30;;;;;;;;;;
Master and Commander;Action;Aventures;Peter Weir;USA;Russell Crowe - Paul Bettany - Billy Boyd - James d'Arcy;;;DVD;2;2003;Fr-Ang;;;;;;;;;;;
Matrix 1;Science Fiction;SF;;USA;Keanu Reeves - Laurence Fishburne;;;DVD;2;1999;Fr-Ang;;;;;;;;;;;
Matrix 2 Reloaded;Science Fiction;SF;;USA;Keanu Reeves - Laurence Fishburne;;;DVD;1;;Fr-Ang;;;;;;;;;;;
Matrix 3 Révolutions;Science Fiction;SF;;USA;Keanu Reeves - Laurence Fishburne;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Mémoire de Nos Péres;Guerre;2e Guerre Mond. Pacifique;Clint Eastwood;USA;Ryan Philippe - Jesse Bradford - Adam Beach;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Memories of War;Guerre;Corée;John H. Lee;Sud Corée;Liam Neeson - Lee Jung-Jae - Sean Richard Dulake - Dean dawson - Jin Se-yeon ;;;DVD;2;2017;Fr-Coréen;;;;;;;;;;;
Men In Black;Science Fiction;SF;Barry Sonnenfield;USA;Tommy Lee JONES - Will SMITH;;;DVD;2;1997;;;;;;;;;;;;
Men In Black 2;Science Fiction;SF;Barry Sonnenfield;USA;Tommy Lee JONES - Will SMITH;;;DVD;2;2002;;;;;;;;;;;;
Men In Black 3;Science Fiction;SF;Barry Sonnenfield;USA;Tommy Lee JONES - Will SMITH - Josh Brolin - Jemaine Clement - Michael Stuhlbarg;;;DVD;1;2012;Fr-Ang-Esp;;;;;;;;;;;
Merlin l'Enchanteur;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;1;;Fr-Ang-Esp;;;;;;;;;;;
Mesrine L'ennemi Public N° 1;Policier;Historique;Jean François Richet;France;Vincent Cassel - Ludivine Sagnier - Mathieu Amalric - Gerard Lanvin;;;DVD;2;2008;Fr;;;;;;;;;;;
Mesrine L'instinct de Mort;Policier;Historique;Jean François Richet;France;Vincent Cassel - Ludivine Sagnier - Mathieu Amalric - Gerard Lanvin;;;DVD;2;2008;Fr;;;;;;;;;;;
Métal Hurlant;Science Fiction;Fantastique;Animation;France;;;;DVD;2;1981;Fr-Ang-Itl-Esp-All;;;;;;;;;;;
Metropolis;Jeunesse;Manga;;Japon;Osamu Tezuka;;;DVD;2;2001;Fr-Ang-Jap;;;;;;;;;;;
Michael Clayton;Policier;Thriller;;USA;George Clooney - Tom Wilkinson - Tilda Swinton;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Micropolis La Citadelle Assiégée;Documentaire;Nature;;FR-CAN;Tom Cruise;;;DVD;2;2006;;;;;;;;;;;;
Millénium (1) Les Hommes qui n'aimaient pas les Femmes;Policier;Thriller;Niels Arden Oplev;DSK-ALL-Suéde-Norv;Michael Nyqvist - Noomi Rapace - Lene Endre - Sven-Bertil Taube - Peter Haber;;;DVD;2;2009;Fr-Suedois;;OUI;;;;;;;;;
Millénium (2) La Fille qui rêvait d'un Bidon d'Essnce et d'une Allumette;Policier;Thriller;Daniel Alfredson;Suédois-DSK ALL;Michael Nyqvist - Noomi Rapace - Lene Endre - Peter Andersson - Per Oscarsson ;;;DVD;2;2010;Fr-Suedois;;OUI;;;;;;;;;
Millénium (3) La Reine dans le Palais des Courants d'Air;Policier;Thriller;Daniel Alfredson;Suédois-DSK ALL;Michael Nyqvist - Noomi Rapace - Lene Endre - Per Oscarsson- Jacob Ericksson;;;DVD;2;2010;Fr-Suedois;;OUI;;;;;;;;;
Mimic;Fantastique;Frisson;Guillermo Del Toro;USA;Mira SORVINO - Jeremy NORTHAM;;;DVD;;1996;Fr-Ang;;;;;;;;;;;
Minority Report;Science Fiction;SF;Steven Spielberg;USA;Tom Cruise - Colin Farrell - Max Von Sydow;;;DVD;1;2002;Fr-Ang;;;;;;;;;;;
Minuit à Paris;Comedie;Romantique;Woody Allen;FR-USA;Kathy Bates - Adrien Brody - Marion Cotillard -Michael Sheen - Owen Wilson - Carla Bruni - Rachel McAdams;;;DVD;2;2011;Fr-Ang;;;;;;;;;;;
Minuit Dans le Jardin du Bien et du Mal;Policier;Drame;Clint Eastwood;USA;Kevin Spacey - John Cusack;;;DVD;2;1997;Fr-Ang-Itl;;;;;;;;;;;
Miss Detective;Comedie;Policier;;USA;Sandra Bullock - Michael Caine;;;DVD;;1998;Fr-Ang-Itl;;;;;;;;;;;
Miss Peregrine et les Enfants Particuliers;Jeunesse;Fantastique;Tim Burton;USA-GB-Belg;Eva Green - Asa Butterlield - Samuel L.Jackson - Judi Dench - Rupert Everett - Allison Janney;;;DVD;2;2016;Fr-Ang;;;;;;;;;;;
Mission;Action;Historique;Roland Joffe - Ennio Morricone;USA;Robert de Niro - Jeremy Irons;;;DVD;2;1986;Fr-Ang-Itl;;;;;;;;;;;
Mission Impossible (1);Action;Espionnage;Brian de Palma;USA;Tom Cruise - Jean Reno - Jon Voight - Emmanuelle Béart - Henry Czerny;;;DVD;2;1996;Fr-Ang-Itl-Esp;;;;;;;;;;;
Mission Impossible (2);Action;Espionnage;John Woo;USA-ALL;Tom Cruise - Dougray Scott - Thandie Newton - Ving Rhames - Richard Roxburg - Anthony Hopkins;;;DVD;2;2000;Fr-Ang;;;;;;;;;;;
Mission Impossible (3);Action;Espionnage;J.J. Abrams;USA;Tom Cruise - Ving Rhames - Philip Seymour Hoffman - Billy Crudup - Jonathan Rhys-Meyers;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Mission Impossible (4) Protocole Fantôme;Action;Espionnage;Brad Bird;USA;Tom Cruise - Jeremy Renner - Simon Pegg - Paula Patton - Michael Nyqvit;;;DVD;2;2011;Fr-Ang;;;;;;;;;;;
